Orthogroup	Capsella_rubella	Brassica_rapa
OG0013438	Carub.0004s2042.1.p	Bra000063
OG0013439	Carub.0002s0202.1.p	Bra036637, Bra041016
OG0013440	Carub.0002s0410.1.p	Bra031456
OG0013441	Carub.0006s0529.1.p	Bra009191
OG0013442	Carub.0001s3861.1.p	Bra014187
OG0013443	Carub.0006s0885.1.p	Bra009037
OG0013444	Carub.0006s2860.1.p	Bra000700
OG0013445	Carub.0006s1003.1.p	Bra008953, Bra023330
OG0013446	Carub.0008s1090.1.p	Bra022531
OG0013447	Carub.0001s0137.1.p	Bra033313
OG0013448	Carub.0004s0330.1.p	Bra032120, Bra039230
OG0013449	Carub.0002s1691.1.p	Bra007901
OG0013450	Carub.0003s1603.1.p	Bra027177
OG0013451	Carub.0005s2357.1.p	Bra007275, Bra007273
OG0013452	Carub.0007s0314.1.p	Bra011739
OG0013453	Carub.0006s2118.1.p	Bra009679
OG0013454	Carub.0008s2496.1.p	Bra024273
OG0013455	Carub.0007s3482.1.p	Bra025555
OG0013456	Carub.0001s0270.1.p	Bra033410
OG0013457	Carub.0001s2301.1.p	Bra024600, Bra012374
OG0013458	Carub.0002s0707.1.p, Carub.0003s0180.1.p	Bra021419
OG0013459	Carub.0001s3855.1.p	Bra014184
OG0013461	Carub.0006s1857.1.p	Bra006545
OG0013462	Carub.0003s1845.1.p	Bra022343
OG0013464	Carub.0001s0504.1.p	Bra030621
OG0013465	Carub.0001s3872.1.p	Bra018791, Bra014198
OG0013466	Carub.0008s1495.1.p	Bra002963, Bra022739
OG0013467	Carub.0007s2563.1.p	Bra038049
OG0013468	Carub.0005s0351.1.p	Bra025156
OG0013469	Carub.0007s1692.1.p	Bra013772
OG0013470	Carub.0001s0004.1.p	Bra033214
OG0013471	Carub.0005s1454.1.p	Bra018064
OG0013472	Carub.0005s0965.1.p	Bra019455, Bra034983
OG0013473	Carub.0003s2831.1.p	Bra013131
OG0013474	Carub.0001s3115.1.p	Bra023293
OG0013475	Carub.0007s0854.1.p	Bra023968
OG0013476	Carub.0001s0351.1.p	Bra015304
OG0013477	Carub.0005s1805.1.p	Bra012841
OG0013478	Carub.0006s1789.1.p	Bra020046
OG0013479	Carub.0001s4032.1.p	Bra018910
OG0013480	Carub.0003s1099.1.p	Bra034821
OG0013481	Carub.0003s0296.1.p	Bra031973
OG0013482	Carub.0001s1255.1.p	Bra016755
OG0013483	Carub.0007s1295.1.p	Bra026302
OG0013484	Carub.0004s0722.1.p	Bra012043
OG0013485	Carub.0006s0633.1.p	Bra009269
OG0013486	Carub.0004s2404.1.p	Bra000239
OG0013487	Carub.0007s1386.1.p	Bra019079
OG0013488	Carub.0001s3218.1.p	Bra034446
OG0013489	Carub.0007s2484.1.p	Bra038487
OG0013490	Carub.0004s1346.1.p	Bra005610
OG0013491	Carub.0002s2761.1.p	Bra026607
OG0013492	Carub.0006s2559.1.p	Bra036118, Bra009990
OG0013493	Carub.0004s0148.1.p	Bra038532, Bra030247
OG0013494	Carub.0006s1216.1.p	Bra008790
OG0013495	Carub.0006s1208.1.p	Bra008794
OG0013496	Carub.0006s0205.1.p	Bra005737
OG0013497	Carub.0001s2295.1.p	Bra016349
OG0013498	Carub.0003s2511.1.p	Bra013245
OG0013499	Carub.0003s1647.1.p	Bra021199
OG0013500	Carub.0008s1464.1.p	Bra022709
OG0013501	Carub.0001s2298.1.p	Bra024597
OG0013502	Carub.0001s0861.1.p	Bra018570
OG0013503	Carub.0006s0962.1.p	Bra023309, Bra008988
OG0013504	Carub.0003s0266.1.p	Bra031987
OG0013505	Carub.0007s0679.1.p	Bra011457
OG0013506	Carub.0005s2112.1.p	Bra003187
OG0013507	Carub.0001s2699.1.p	Bra010863
OG0013508	Carub.0007s2774.1.p	Bra039858
OG0013509	Carub.0006s0147.1.p	Bra009574
OG0013510	Carub.0008s2473.1.p	Bra024250
OG0013511	Carub.0007s2732.1.p	Bra037069, Bra039713
OG0013512	Carub.0001s0876.1.p	Bra030775
OG0013513	Carub.0006s1037.1.p	Bra006121
OG0013514	Carub.0005s2991.1.p	Bra040438
OG0013515	Carub.0001s0750.1.p	Bra018650
OG0013516	Carub.0005s1433.1.p	Bra018078
OG0013517	Carub.0001s3955.1.p	Bra018851, Bra030488
OG0013518	Carub.0001s0496.1.p	Bra030616, Bra032458
OG0013519	Carub.0007s0366.1.p	Bra011698, Bra017770
OG0013520	Carub.0005s1375.1.p	Bra018126
OG0013521	Carub.0005s0004.1.p	Bra014348, Bra024909
OG0013522	Carub.0001s0923.1.p	Bra019982
OG0013523	Carub.0008s2564.1.p	Bra024330
OG0013525	Carub.0003s1304.1.p	Bra027421
OG0013526	Carub.0002s1238.1.p	Bra039762
OG0013527	Carub.0001s1756.1.p	Bra016585, Bra025945
OG0013528	Carub.0008s2409.1.p	Bra029229
OG0013529	Carub.0007s3239.1.p	Bra039503
OG0013530	Carub.0001s2848.1.p	Bra010785, Bra032370
OG0013531	Carub.0006s3688.1.p	Bra000977
OG0013532	Carub.0006s1273.1.p	Bra008752
OG0013533	Carub.0003s0657.1.p	Bra029618
OG0013534	Carub.0004s1884.1.p	Bra017213
OG0013535	Carub.0006s0025.1.p	Bra005679
OG0013536	Carub.0006s0768.1.p	Bra028647
OG0013538	Carub.0002s0220.1.p	Bra027017
OG0013539	Carub.0002s0003.1.p	Bra022910
OG0013540	Carub.0003s1214.1.p	Bra001469, Bra034732
OG0013541	Carub.0008s1415.1.p	Bra003028
OG0013542	Carub.0007s3465.1.p	Bra025541
OG0013543	Carub.0004s2514.1.p	Bra004723
OG0013544	Carub.0002s2264.1.p	Bra008223
OG0013545	Carub.0007s3250.1.p	Bra038959
OG0013546	Carub.0007s2360.1.p	Bra012643
OG0013547	Carub.0006s3276.1.p	Bra029519
OG0013548	Carub.0004s2661.1.p	Bra037669, Bra000339
OG0013550	Carub.0001s0785.1.p	Bra018621
OG0013551	Carub.0008s0062.1.p	Bra022107, Bra024961
OG0013552	Carub.0005s0739.1.p	Bra025357, Bra039044
OG0013553	Carub.0003s1452.1.p	Bra001570
OG0013554	Carub.0006s0782.1.p	Bra009374, Bra028641
OG0013555	Carub.0001s2789.1.p	Bra032330
OG0013556	Carub.0006s2006.1.p	Bra002405
OG0013558	Carub.0002s1430.1.p	Bra004068
OG0013559	Carub.0003s0544.1.p	Bra001178
OG0013560	Carub.0001s3832.1.p	Bra001998, Bra019022
OG0013561	Carub.0003s1335.1.p	Bra001522
OG0013562	Carub.0008s2513.1.p	Bra031922, Bra024286
OG0013563	Carub.0008s1662.1.p	Bra028937
OG0013564	Carub.0008s2236.1.p	Bra035917
OG0013565	Carub.0007s2107.1.p	Bra013443
OG0013566	Carub.0003s1166.1.p	Bra034763, Bra001447
OG0013567	Carub.0008s0546.1.p	Bra035965, Bra027474
OG0013568	Carub.0001s0276.1.p	Bra032548
OG0013569	Carub.0006s0369.1.p	Bra009430
OG0013570	Carub.0007s3617.1.p	Bra025651
OG0013571	Carub.0004s1719.1.p	Bra017318
OG0013572	Carub.0005s2287.1.p	Bra007217
OG0013573	Carub.0006s2884.1.p	Bra000705
OG0013574	Carub.0007s1849.1.p	Bra013646, Bra019359
OG0013575	Carub.0007s1681.1.p	Bra019238
OG0013577	Carub.0002s0852.1.p, Carub.0002s0855.1.p	Bra027957
OG0013578	Carub.0007s2509.1.p	Bra038459
OG0013579	Carub.0003s0236.1.p	Bra032007
OG0013580	Carub.0007s1321.1.p	Bra026329, Bra019039
OG0013581	Carub.0001s1526.1.p	Bra026760
OG0013582	Carub.0005s1727.1.p	Bra036853
OG0013583	Carub.0006s1013.1.p	Bra008947
OG0013584	Carub.0006s3591.1.p	Bra037405
OG0013585	Carub.0004s2115.1.p	Bra017091
OG0013586	Carub.0006s0200.1.p	Bra028845, Bra009545
OG0013587	Carub.0004s2252.1.p	Bra000181
OG0013588	Carub.0006s2207.1.p	Bra009747
OG0013590	Carub.0007s2259.1.p	Bra013335, Bra012583
OG0013591	Carub.0008s0002.1.p	Bra017467
OG0013593	Carub.0008s0848.1.p	Bra037464
OG0013594	Carub.0008s0214.1.p	Bra021992, Bra025051
OG0013595	Carub.0003s3431.1.p	Bra040822
OG0013596	Carub.0001s1497.1.p	Bra026155
OG0013597	Carub.0006s0917.1.p	Bra009012, Bra006072
OG0013598	Carub.0006s0681.1.p	Bra005961, Bra028679
OG0013599	Carub.0002s2104.1.p	Bra008143
OG0013600	Carub.0008s2053.1.p	Bra002521
OG0013601	Carub.0004s1149.1.p	Bra018320
OG0013602	Carub.0001s0044.1.p	Bra032649
OG0013603	Carub.0004s2807.1.p	Bra004914
OG0013604	Carub.0004s2292.1.p	Bra000196
OG0013605	Carub.0001s1980.1.p	Bra025806
OG0013606	Carub.0001s0037.1.p	Bra033227
OG0013607	Carub.0001s2213.1.p	Bra016373
OG0013608	Carub.0001s1192.1.p	Bra026983
OG0013609	Carub.0008s0617.1.p	Bra027454
OG0013610	Carub.0004s0075.1.p	Bra031213
OG0013611	Carub.0003s0111.1.p	Bra021480
OG0013612	Carub.0007s0330.1.p	Bra011725
OG0013613	Carub.0008s0361.1.p	Bra039521, Bra033757
OG0013614	Carub.0001s3573.1.p	Bra040260
OG0013615	Carub.0001s0924.1.p	Bra019981
OG0013616	Carub.0130s0003.1.p, Carub.0006s0582.1.p	Bra028714
OG0013617	Carub.0007s0597.1.p	Bra011523
OG0013618	Carub.0004s2632.1.p	Bra004784, Bra000326
OG0013619	Carub.0006s0763.1.p	Bra009358
OG0013620	Carub.0006s2341.1.p	Bra009850
OG0013621	Carub.0003s2940.1.p	Bra015229
OG0013622	Carub.0006s0774.1.p	Bra009368
OG0013623	Carub.0001s1227.1.p	Bra016765, Bra026964
OG0013624	Carub.0008s2412.1.p	Bra035846
OG0013625	Carub.0006s1714.1.p	Bra023694
OG0013626	Carub.0006s1763.1.p	Bra002225
OG0013627	Carub.0003s1122.1.p	Bra034803, Bra001425
OG0013628	Carub.0008s2662.1.p	Bra037826
OG0013629	Carub.0007s1775.1.p	Bra013707
OG0013630	Carub.0003s3308.1.p	Bra038821
OG0013631	Carub.0008s1316.1.p	Bra028837
OG0013633	Carub.0007s1179.1.p	Bra011066
OG0013634	Carub.0001s0053.1.p	Bra033241
OG0013635	Carub.0006s1181.1.p	Bra008811
OG0013636	Carub.0006s2254.1.p	Bra009788
OG0013638	Carub.0006s3250.1.p	Bra000803
OG0013639	Carub.0007s2116.1.p	Bra013436
OG0013640	Carub.0004s2335.1.p	Bra016955
OG0013641	Carub.0006s1129.1.p	Bra006182
OG0013642	Carub.0005s0529.1.p	Bra039094
OG0013643	Carub.0005s0151.1.p	Bra017414
OG0013644	Carub.0002s0155.1.p	Bra027807
OG0013645	Carub.0001s0229.1.p	Bra033377
OG0013646	Carub.0001s4110.1.p	Bra018949
OG0013647	Carub.0007s1653.1.p	Bra019221
OG0013648	Carub.0001s0173.1.p	Bra030508, Bra033338
OG0013649	Carub.0007s3531.1.p	Bra025589
OG0013650	Carub.0006s2376.1.p, Carub.0006s1024.1.p	Bra006115, Bra023339, Bra008940
OG0013651	Carub.0005s2823.1.p	Bra003454
OG0013652	Carub.0007s0652.1.p	Bra034591
OG0013653	Carub.0005s2399.1.p	Bra007308
OG0013654	Carub.0008s0909.1.p	Bra036147
OG0013655	Carub.0006s2261.1.p	Bra020469
OG0013656	Carub.0005s1353.1.p	Bra018148
OG0013657	Carub.0002s1848.1.p	Bra016123
OG0013658	Carub.0006s0038.1.p	Bra005685
OG0013659	Carub.0001s2711.1.p	Bra032918
OG0013660	Carub.0008s2164.1.p	Bra012993
OG0013662	Carub.0004s0565.1.p	Bra034274
OG0013663	Carub.0007s1538.1.p	Bra013902
OG0013664	Carub.0003s0734.1.p	Bra029675, Bra040026
OG0013665	Carub.0007s3725.1.p	Bra028416
OG0013666	Carub.0005s2226.1.p	Bra007174
OG0013667	Carub.0002s0020.1.p	Bra027728
OG0013668	Carub.0002s2696.1.p	Bra008460
OG0013669	Carub.0004s2943.1.p	Bra004513
OG0013670	Carub.0001s4216.1.p	Bra019006
OG0013671	Carub.0006s0186.1.p	Bra028852
OG0013672	Carub.0006s1144.1.p	Bra008841
OG0013673	Carub.0005s0297.1.p	Bra017363, Bra025137
OG0013674	Carub.0007s2488.1.p, Carub.0007s2487.1.p	Bra008244
OG0013675	Carub.0008s1296.1.p	Bra022610
OG0013676	Carub.0006s0261.1.p	Bra009516
OG0013677	Carub.0005s1991.1.p	Bra006993
OG0013678	Carub.0008s2006.1.p	Bra002570
OG0013679	Carub.0007s2021.1.p	Bra013513
OG0013680	Carub.0003s0026.1.p	Bra000988
OG0013681	Carub.0004s2700.1.p	Bra004830
OG0013682	Carub.0004s0162.1.p	Bra030236
OG0013683	Carub.0004s3063.1.p	Bra021447
OG0013684	Carub.0003s0495.1.p	Bra001158
OG0013685	Carub.0008s1599.1.p	Bra002886, Bra028968
OG0013686	Carub.0007s3534.1.p	Bra025592
OG0013687	Carub.0008s0782.1.p	Bra037499, Bra020709
OG0013688	Carub.0001s3698.1.p	Bra014096
OG0013689	Carub.0007s2148.1.p	Bra013417
OG0013690	Carub.0002s1006.1.p	Bra015001
OG0013691	Carub.0006s1445.1.p	Bra008629
OG0013692	Carub.0002s0997.1.p	Bra015785
OG0013693	Carub.0004s0686.1.p	Bra000536
OG0013694	Carub.0007s2687.1.p	Bra039565
OG0013695	Carub.0008s2406.1.p	Bra038621
OG0013696	Carub.0001s2078.1.p	Bra017909
OG0013697	Carub.0006s1949.1.p	Bra002367
OG0013698	Carub.0004s2690.1.p	Bra000349
OG0013699	Carub.0007s0590.1.p	Bra017657, Bra011530
OG0013700	Carub.0004s1582.1.p	Bra005445
OG0013701	Carub.0006s1207.1.p	Bra008795, Bra006221
OG0013702	Carub.0008s0005.1.p	Bra024920, Bra022153, Bra017468
OG0013703	Carub.0003s1505.1.p	Bra027254
OG0013704	Carub.0004s2307.1.p	Bra016972
OG0013705	Carub.0007s1824.1.p	Bra013671
OG0013706	Carub.0004s2694.1.p	Bra037656
OG0013707	Carub.0003s0545.1.p	Bra020785
OG0013708	Carub.0001s2636.1.p	Bra010914, Bra032852
OG0013709	Carub.0007s0244.1.p	Bra017855
OG0013710	Carub.0008s0502.1.p	Bra033689
OG0013711	Carub.0004s2324.1.p	Bra016960
OG0013712	Carub.0003s2716.1.p	Bra015182
OG0013713	Carub.0008s0587.1.p	Bra033650
OG0013714	Carub.0001s0838.1.p	Bra030754
OG0013715	Carub.0005s1950.1.p	Bra006966
OG0013716	Carub.0001s0653.1.p	Bra015564
OG0013717	Carub.0001s0475.1.p	Bra015422
OG0013718	Carub.0007s1587.1.p	Bra019185, Bra013868
OG0013719	Carub.0002s2401.1.p	Bra015692
OG0013720	Carub.0006s0319.1.p	Bra009474
OG0013721	Carub.0003s0538.1.p	Bra040240, Bra020792
OG0013722	Carub.0008s0982.1.p	Bra037947, Bra000601
OG0013723	Carub.0005s0368.1.p	Bra025166
OG0013724	Carub.0008s2542.1.p	Bra024316
OG0013725	Carub.0002s2149.1.p	Bra008164
OG0013726	Carub.0006s2350.1.p	Bra036548
OG0013727	Carub.0003s2447.1.p	Bra001925
OG0013728	Carub.0005s1358.1.p	Bra018142
OG0013729	Carub.0004s1829.1.p	Bra005265, Bra017233
OG0013730	Carub.0007s0772.1.p	Bra037042
OG0013731	Carub.0007s1768.1.p	Bra013695, Bra020818
OG0013732	Carub.0003s1494.1.p	Bra027263
OG0013733	Carub.0003s2697.1.p	Bra013170
OG0013734	Carub.0006s0998.1.p	Bra006103
OG0013735	Carub.0006s1018.1.p	Bra006108
OG0013736	Carub.0008s1923.1.p	Bra002633
OG0013737	Carub.0003s0472.1.p	Bra040218
OG0013738	Carub.0007s0714.1.p	Bra011434
OG0013739	Carub.0002s1982.1.p	Bra016020
OG0013740	Carub.0007s2901.1.p	Bra037055
OG0013741	Carub.0006s2012.1.p	Bra018265
OG0013742	Carub.0002s2299.1.p	Bra015787
OG0013743	Carub.0006s0080.1.p	Bra009625, Bra028887
OG0013744	Carub.0001s0057.1.p	Bra033245, Bra032646
OG0013745	Carub.0004s1849.1.p	Bra005254
OG0013746	Carub.0003s1443.1.p	Bra021576
OG0013747	Carub.0002s1095.1.p	Bra038379
OG0013748	Carub.0003s1678.1.p	Bra021215
OG0013749	Carub.0007s1162.1.p	Bra011077, Bra010346, Bra024169
OG0013750	Carub.0005s2798.1.p	Bra007595, Bra014444, Bra003446
OG0013751	Carub.0005s0594.1.p	Bra037529
OG0013752	Carub.0005s1332.1.p	Bra019495, Bra018168
OG0013753	Carub.0003s2160.1.p	Bra031290, Bra023872
OG0013754	Carub.0008s0767.1.p	Bra037510, Bra020720
OG0013755	Carub.0004s2092.1.p	Bra000103
OG0013756	Carub.0007s2974.1.p	Bra034896
OG0013757	Carub.0008s2249.1.p	Bra019614
OG0013758	Carub.0008s0202.1.p	Bra034320
OG0013759	Carub.0003s1926.1.p	Bra022425
OG0013760	Carub.0001s0186.1.p	Bra032587, Bra033345
OG0013761	Carub.0005s1352.1.p	Bra018149
OG0013762	Carub.0002s1612.1.p	Bra004386
OG0013763	Carub.0008s1094.1.p	Bra022750
OG0013764	Carub.0001s2390.1.p	Bra024663
OG0013766	Carub.0005s0544.1.p	Bra032988, Bra025258
OG0013767	Carub.0002s2026.1.p, Carub.0002s2024.1.p	Bra015988, Bra015117
OG0013768	Carub.0002s1428.1.p	Bra033976
OG0013769	Carub.0005s1082.1.p	Bra005576, Bra037623
OG0013770	Carub.0008s2140.1.p	Bra002455, Bra006649
OG0013771	Carub.0003s1905.1.p	Bra022396
OG0013772	Carub.0001s4043.1.p	Bra014290
OG0013773	Carub.0008s2765.1.p	Bra037145
OG0013774	Carub.0003s1420.1.p	Bra027332
OG0013775	Carub.0006s2801.1.p	Bra000683
OG0013776	Carub.0008s2753.1.p	Bra037132, Bra012121
OG0013777	Carub.0006s3526.1.p	Bra036301
OG0013778	Carub.0004s1984.1.p	Bra017149
OG0013779	Carub.0002s0146.1.p	Bra027639
OG0013780	Carub.0007s2575.1.p	Bra033520
OG0013781	Carub.0002s2602.1.p	Bra035095
OG0013782	Carub.0002s2231.1.p	Bra015844
OG0013783	Carub.0005s2814.1.p	Bra007605
OG0013784	Carub.0001s0733.1.p	Bra031606, Bra018668
OG0013785	Carub.0004s0093.1.p	Bra031222
OG0013786	Carub.0004s1007.1.p	Bra035652
OG0013787	Carub.0006s0542.1.p	Bra009204
OG0013788	Carub.0007s3232.1.p	Bra002649, Bra006766, Bra032836
OG0013789	Carub.0006s2317.1.p	Bra036542, Bra009835
OG0013790	Carub.0002s2541.1.p	Bra035047
OG0013791	Carub.0007s0191.1.p	Bra017870
OG0013792	Carub.0001s3988.1.p	Bra014258
OG0013793	Carub.0006s1746.1.p	Bra002215
OG0013794	Carub.0001s0128.1.p	Bra032613, Bra033309
OG0013795	Carub.0008s0205.1.p	Bra021999
OG0013796	Carub.0008s1642.1.p	Bra035603
OG0013797	Carub.0008s1134.1.p	Bra022544
OG0013798	Carub.0001s2115.1.p	Bra017944
OG0013799	Carub.0003s3552.1.p, Carub.0003s1300.1.p	Bra031143
OG0013800	Carub.0003s0073.1.p	Bra039124
OG0013801	Carub.0004s1806.1.p	Bra023057
OG0013802	Carub.0002s0022.1.p	Bra040914
OG0013803	Carub.0002s1821.1.p	Bra016146
OG0013804	Carub.0007s1205.1.p	Bra010358, Bra011041
OG0013805	Carub.0006s1871.1.p	Bra002293
OG0013806	Carub.0004s1222.1.p	Bra021687, Bra022820
OG0013807	Carub.0002s0819.1.p	Bra021323
OG0013808	Carub.0004s2397.1.p	Bra000236
OG0013809	Carub.0007s0969.1.p	Bra010270
OG0013810	Carub.0007s2458.1.p	Bra040094
OG0013811	Carub.0001s1419.1.p	Bra026216
OG0013812	Carub.0004s1803.1.p	Bra005286
OG0013813	Carub.0004s2180.1.p	Bra017054
OG0013814	Carub.0007s1253.1.p	Bra026274
OG0013815	Carub.0003s2433.1.p	Bra015006, Bra001931
OG0013816	Carub.0003s3214.1.p	Bra039907
OG0013817	Carub.0004s1541.1.p	Bra021874
OG0013818	Carub.0001s1495.1.p	Bra026158
OG0013819	Carub.0005s2650.1.p, Carub.0005s2649.1.p	Bra003389
OG0013820	Carub.0005s1833.1.p	Bra006889
OG0013821	Carub.0007s2499.1.p	Bra040736
OG0013822	Carub.0003s0571.1.p	Bra020761, Bra001190
OG0013823	Carub.0007s1971.1.p	Bra013549
OG0013824	Carub.0004s1103.1.p	Bra000468
OG0013825	Carub.0003s1257.1.p	Bra039378
OG0013826	Carub.0006s0253.1.p	Bra028825
OG0013827	Carub.0002s0790.1.p	Bra036953, Bra038172
OG0013828	Carub.0006s0839.1.p	Bra004760
OG0013829	Carub.0002s1918.1.p	Bra016065
OG0013830	Carub.0004s0467.1.p	Bra032042
OG0013831	Carub.0003s1458.1.p	Bra001573, Bra021582
OG0013832	Carub.0006s3290.1.p	Bra029539
OG0013833	Carub.0005s1405.1.p	Bra018100
OG0013835	Carub.0001s1271.1.p	Bra016747
OG0013836	Carub.0003s3526.1.p	Bra036498
OG0013837	Carub.0003s3211.1.p	Bra039905
OG0013838	Carub.0005s1842.1.p	Bra012820, Bra006897
OG0013839	Carub.0002s1829.1.p	Bra016137
OG0013840	Carub.0006s1936.1.p	Bra002352
OG0013841	Carub.0004s1400.1.p	Bra021802, Bra021803
OG0013842	Carub.0001s2277.1.p	Bra024569
OG0013843	Carub.0005s2713.1.p	Bra007534
OG0013844	Carub.0006s0841.1.p	Bra009070
OG0013845	Carub.0003s3425.1.p	Bra031108
OG0013846	Carub.0007s1439.1.p	Bra026429
OG0013847	Carub.0002s1216.1.p	Bra039753
OG0013848	Carub.0006s0322.1.p	Bra009471
OG0013849	Carub.0002s0755.1.p	Bra027932
OG0013850	Carub.0001s3500.1.p	Bra014019
OG0013851	Carub.0003s0863.1.p	Bra029773
OG0013852	Carub.0006s2674.1.p	Bra000644
OG0013853	Carub.0001s0665.1.p	Bra015576
OG0013854	Carub.0006s0068.1.p	Bra028893
OG0013855	Carub.0004s3013.1.p	Bra021397
OG0013856	Carub.0020s0003.1.p	Bra020623
OG0013857	Carub.0001s0118.1.p	Bra033293
OG0013858	Carub.0008s2733.1.p	Bra012139
OG0013859	Carub.0004s0163.1.p	Bra038521, Bra030234
OG0013860	Carub.0003s0002.1.p	Bra040708
OG0013861	Carub.0001s0398.1.p	Bra015344
OG0013862	Carub.0003s2650.1.p	Bra015157
OG0013863	Carub.0004s2869.1.p	Bra004954
OG0013864	Carub.0008s2689.1.p	Bra037839, Bra024438
OG0013865	Carub.0007s1425.1.p	Bra026416
OG0013866	Carub.0006s1968.1.p	Bra006606
OG0013867	Carub.0004s1322.1.p	Bra005615
OG0013868	Carub.0003s3326.1.p	Bra038836, Bra038559
OG0013869	Carub.0001s2643.1.p	Bra010909
OG0013870	Carub.0003s3523.1.p	Bra036496
OG0013871	Carub.0007s1334.1.p	Bra026342
OG0013872	Carub.0006s2129.1.p	Bra009690
OG0013873	Carub.0006s3425.1.p	Bra036238
OG0013874	Carub.0005s1383.1.p	Bra018119
OG0013876	Carub.0006s0832.1.p	Bra009076, Bra028612
OG0013877	Carub.0007s2601.1.p	Bra012772, Bra024149
OG0013878	Carub.0004s0558.1.p	Bra000555
OG0013879	Carub.0003s0926.1.p	Bra034093
OG0013880	Carub.0007s0824.1.p	Bra011339
OG0013881	Carub.0002s2378.1.p	Bra003700
OG0013882	Carub.0007s3019.1.p	Bra040754
OG0013883	Carub.0005s2339.1.p	Bra007260
OG0013884	Carub.0010s0002.1.p, Carub.0006s0386.1.p	Bra009411
OG0013885	Carub.0006s0537.1.p	Bra028731
OG0013886	Carub.0003s2939.1.p	Bra039844, Bra015227
OG0013887	Carub.0004s2275.1.p	Bra016989, Bra004574
OG0013888	Carub.0006s1965.1.p	Bra020168
OG0013889	Carub.0002s0347.1.p	Bra027079
OG0013890	Carub.0005s1817.1.p	Bra040893
OG0013891	Carub.0007s0815.1.p	Bra011346
OG0013892	Carub.0003s0641.1.p	Bra001223
OG0013893	Carub.0007s2947.1.p	Bra032695
OG0013895	Carub.0004s1481.1.p	Bra011138
OG0013896	Carub.0004s0764.1.p	Bra012033
OG0013897	Carub.0007s1619.1.p	Bra019204
OG0013898	Carub.0007s1379.1.p	Bra026382
OG0013899	Carub.0001s1248.1.p	Bra016758
OG0013900	Carub.0003s0327.1.p	Bra031953
OG0013901	Carub.0001s2686.1.p	Bra010878
OG0013902	Carub.0008s0186.1.p	Bra025042, Bra017581
OG0013903	Carub.0006s1347.1.p	Bra023514
OG0013904	Carub.0002s0117.1.p	Bra027655
OG0013905	Carub.0005s1907.1.p	Bra006938
OG0013906	Carub.0003s2423.1.p	Bra001933, Bra028350
OG0013907	Carub.0003s0292.1.p	Bra036436
OG0013908	Carub.0001s3646.1.p	Bra015608
OG0013909	Carub.0008s2686.1.p	Bra024435
OG0013910	Carub.0007s0423.1.p	Bra011653
OG0013911	Carub.0002s1412.1.p	Bra004078, Bra004244
OG0013912	Carub.0001s0067.1.p	Bra033253
OG0013913	Carub.0004s2079.1.p	Bra005086
OG0013914	Carub.0003s2418.1.p	Bra014991
OG0013916	Carub.0008s0975.1.p	Bra022507, Bra000596
OG0013917	Carub.0004s0054.1.p	Bra031193
OG0013918	Carub.0008s2742.1.p	Bra026561
OG0013919	Carub.0004s1999.1.p	Bra000035
OG0013920	Carub.0007s1398.1.p	Bra026396
OG0013921	Carub.0008s1220.1.p	Bra029137
OG0013922	Carub.0001s1203.1.p	Bra016776
OG0013923	Carub.0004s2165.1.p	Bra017062
OG0013924	Carub.0001s4040.1.p	Bra001813
OG0013925	Carub.0008s2475.1.p	Bra024254, Bra031942
OG0013926	Carub.0008s2182.1.p	Bra029332, Bra035940
OG0013927	Carub.0006s1120.1.p	Bra006176, Bra008862
OG0013928	Carub.0002s2335.1.p	Bra003718, Bra015744
OG0013929	Carub.0001s3146.1.p	Bra027988
OG0013930	Carub.0006s1834.1.p	Bra020077
OG0013931	Carub.0002s1397.1.p	Bra033987
OG0013932	Carub.0007s2026.1.p	Bra013509
OG0013933	Carub.0007s2770.1.p	Bra003013
OG0013934	Carub.0007s1608.1.p	Bra013851, Bra019199
OG0013935	Carub.0008s2388.1.p	Bra035855, Bra038608
OG0013936	Carub.0007s1948.1.p	Bra013568
OG0013937	Carub.0008s1454.1.p	Bra029034, Bra029037
OG0013938	Carub.0007s2798.1.p	Bra010759
OG0013939	Carub.0004s2795.1.p	Bra000386
OG0013940	Carub.0004s2928.1.p	Bra004526
OG0013941	Carub.0006s3392.1.p	Bra034188
OG0013942	Carub.0001s0788.1.p	Bra018619
OG0013944	Carub.0004s1769.1.p	Bra023045, Bra005310, Bra017277
OG0013945	Carub.0001s3976.1.p	Bra018872
OG0013946	Carub.0007s0792.1.p	Bra011364
OG0013947	Carub.0007s1632.1.p	Bra013829
OG0013948	Carub.0001s0055.1.p	Bra010318, Bra033243
OG0013949	Carub.0005s2485.1.p	Bra014593
OG0013950	Carub.0001s4346.1.p	Bra030895, Bra014366
OG0013951	Carub.0004s0449.1.p	Bra032056
OG0013952	Carub.0004s2192.1.p	Bra017049
OG0013953	Carub.0004s0599.1.p	Bra034293
OG0013954	Carub.0005s2041.1.p	Bra007029, Bra014861
OG0013955	Carub.0008s0752.1.p	Bra037516
OG0013956	Carub.0003s0178.1.p	Bra040593
OG0013957	Carub.0004s1347.1.p	Bra005609
OG0013959	Carub.0002s0071.1.p	Bra027759
OG0013960	Carub.0001s0972.1.p	Bra018447
OG0013962	Carub.0002s2449.1.p	Bra008317
OG0013963	Carub.0003s2069.1.p	Bra035752, Bra023934
OG0013964	Carub.0002s1557.1.p	Bra004350
