Orthogroup	Capsella_rubella	Thellungiella_parvula
OG0014788	Carub.0005s1357.1.p	Sp5g14400.1
OG0014789	Carub.0003s2586.1.p	Sp3g23040.1
OG0014790	Carub.0006s2255.1.p	Sp2g22710.1
OG0014791	Carub.0002s2353.1.p	Sp5g31790.1
OG0014792	Carub.0001s2243.1.p	Sp1g20390.1
OG0014793	Carub.0001s0250.1.p	Sp2g12480.1
OG0014794	Carub.0006s1358.1.p	Sp6g28680.1
OG0014795	Carub.0008s2341.1.p	Sp2g25830.1
OG0014796	Carub.0003s3545.1.p	Sp3g34060.1
OG0014797	Carub.0007s0126.1.p	Sp7g36510.1
OG0014798	Carub.0004s0064.1.p	Sp4g00770.1
OG0014799	Carub.0004s1203.1.p	Sp4g13300.1
OG0014801	Carub.0008s2674.1.p	Sp2g28940.1
OG0014802	Carub.0008s1101.1.p	Sp6g13160.1
OG0014803	Carub.0003s0881.1.p	Sp3g08060.1
OG0014804	Carub.0004s0887.1.p	Sp4g10900.1
OG0014805	Carub.0001s1928.1.p	Sp1g17570.1
OG0014806	Carub.0006s0405.1.p	Sp6g37720.1
OG0014807	Carub.0002s1656.1.p	Sp5g24970.1
OG0014808	Carub.0007s0894.1.p	Sp7g29470.1
OG0014809	Carub.0007s2593.1.p	Sp7g14080.1
OG0014810	Carub.0001s4133.1.p	Sp1g38920.1
OG0014812	Carub.0007s3225.1.p	Sp7g05510.1
OG0014813	Carub.0003s1430.1.p	Sp3g12865.1
OG0014814	Carub.0005s2756.1.p	Sp5g02440.1
OG0014815	Carub.0001s2595.1.p	Sp3g33700.1
OG0014816	Carub.0006s1391.1.p	Sp6g28360.1
OG0014817	Carub.0006s1952.1.p	Sp6g23310.1
OG0014818	Carub.0005s2993.1.p	Sp5g00280.1
OG0014820	Carub.0006s3704.1.p	Sp6g00240.1
OG0014821	Carub.0006s3694.1.p	Sp6g00370.1
OG0014822	Carub.0001s1394.1.p	Sp1g12610.1
OG0014823	Carub.0008s1321.1.p	Sp6g15170.1
OG0014824	Carub.0007s1478.1.p	Sp7g24190.1
OG0014825	Carub.0005s1540.1.p	Sp5g12900.1
OG0014826	Carub.0001s1698.1.p	Sp1g15370.1
OG0014827	Carub.0001s1529.1.p	Sp1g13870.1
OG0014829	Carub.0001s4119.1.p	Sp1g38760.1
OG0014830	Carub.0004s0319.1.p	Sp4g02940.1
OG0014831	Carub.0008s2461.1.p	Sp2g26900.1
OG0014832	Carub.0005s2113.1.p	Sp5g07910.1
OG0014833	Carub.0006s0341.1.p	Sp6g38270.1
OG0014834	Carub.0001s3977.1.p	Sp1g37580.1
OG0014835	Carub.0008s2655.1.p	Sp2g28760.1
OG0014836	Carub.0007s1440.1.p	Sp7g24440.1
OG0014837	Carub.0007s1336.1.p	Sp7g25430.1
OG0014838	Carub.0006s2096.1.p	Sp2g23960.1
OG0014839	Carub.0007s0187.1.p	Sp7g35960.1
OG0014840	Carub.0001s3722.1.p	Sp1g35090.1
OG0014841	Carub.0002s2657.1.p	Sp5g34770.1
OG0014842	Carub.0003s2195.1.p	Sp3g19850.1
OG0014843	Carub.0005s2239.1.p	Sp5g06830.1
OG0014844	Carub.0008s0274.1.p	Sp2g10320.1
OG0014845	Carub.0007s2889.1.p	Sp7g11350.1
OG0014846	Carub.0005s2481.1.p	Sp5g04750.1
OG0014847	Carub.0001s4089.1.p	Sp1g38600.1
OG0014848	Carub.0005s0860.1.p	Sp2g18170.1
OG0014849	Carub.0003s0672.1.p	Sp3g06150.1
OG0014850	Carub.0006s1088.1.p	Sp6g31260.1
OG0014851	Carub.0007s2075.1.p	Sp7g18770.1
OG0014852	Carub.0007s1007.1.p	Sp7g28400.1
OG0014853	Carub.0004s1253.1.p	Sp4g13740.1
OG0014854	Carub.0003s1525.1.p	Sp3g13780.1
OG0014855	Carub.0003s2256.1.p	Sp6g04090.1
OG0014856	Carub.0002s1684.1.p	Sp5g25260.1
OG0014857	Carub.0007s0349.1.p	Sp7g34490.1
OG0014858	Carub.0001s1359.1.p	Sp1g12070.1
OG0014859	Carub.0006s1385.1.p	Sp6g28420.1
OG0014860	Carub.0001s1652.1.p	Sp1g14930.1
OG0014861	Carub.0003s2734.1.p	Sp3g08000.1
OG0014863	Carub.0008s0432.1.p	Sp2g09020.1
OG0014864	Carub.0007s1463.1.p	Sp3g14020.1
OG0014865	Carub.0001s4477.1.p	Sp1g41920.1
OG0014866	Carub.0001s3797.1.p	Sp1g35720.1
OG0014867	Carub.0005s2467.1.p	Sp5g04880.1
OG0014868	Carub.0001s2466.1.p	Sp1g22350.1
OG0014869	Carub.0005s0812.1.p	Sp2g17980.1
OG0014870	Carub.0004s1472.1.p	Sp4g15560.1
OG0014871	Carub.0005s1851.1.p	Sp5g10120.1
OG0014872	Carub.0005s0699.1.p	Sp2g17230.1
OG0014873	Carub.0001s3058.1.p	Sp1g27930.1
OG0014874	Carub.0001s0742.1.p	Sp1g06730.1
OG0014875	Carub.0004s1873.1.p	Sp4g19170.1
OG0014876	Carub.0007s3344.1.p	Sp7g00190.1
OG0014877	Carub.0005s1927.1.p	Sp5g09540.1
OG0014878	Carub.0007s0315.1.p	Sp7g34800.1
OG0014879	Carub.0001s3961.1.p	Sp1g37390.1
OG0014880	Carub.0006s3677.1.p	Sp6g00530.1
OG0014881	Carub.0002s2008.1.p	Sp5g28270.1
OG0014882	Carub.0003s0727.1.p	Sp3g06630.1
OG0014883	Carub.0006s0891.1.p	Sp6g33010.1
OG0014884	Carub.0004s0291.1.p	Sp4g02660.1
OG0014886	Carub.0005s1608.1.p	Sp5g12360.1
OG0014887	Carub.0003s2985.1.p	Sp3g29280.1
OG0014888	Carub.0001s4437.1.p	Sp1g41370.1
OG0014889	Carub.0008s2375.1.p	Sp2g26170.1
OG0014890	Carub.0008s1206.1.p	Sp6g14220.1
OG0014891	Carub.0001s1428.1.p	Sp1g12880.1
OG0014892	Carub.0001s2518.1.p	Sp1g22880.1
OG0014894	Carub.0001s2206.1.p	Sp1g20040.1
OG0014895	Carub.0005s2356.1.p	Sp5g05760.1
OG0014896	Carub.0007s0567.1.p	Sp7g32400.1
OG0014897	Carub.0001s0747.1.p	Sp1g06760.1
OG0014898	Carub.0002s2216.1.p	Sp5g30470.1
OG0014899	Carub.0001s1890.1.p	Sp1g17210.1
OG0014900	Carub.0001s2302.1.p	Sp1g20880.1
OG0014901	Carub.0001s3256.1.p	Sp1g29620.1
OG0014902	Carub.0001s1653.1.p	Sp1g14940.1
OG0014903	Carub.0003s1629.1.p	Sp3g14890.1
OG0014904	Carub.0006s1206.1.p	Sp6g30130.1
OG0014905	Carub.0003s0181.1.p	Sp3g01740.1
OG0014906	Carub.0004s2229.1.p	Sp4g22430.1
OG0014907	Carub.0002s0910.1.p	SpUn0001_0190.1
OG0014908	Carub.0005s1507.1.p	Sp5g13150.1
OG0014909	Carub.0006s1302.1.p	Sp6g29210.1
OG0014911	Carub.0001s0416.1.p	Sp1g03760.1
OG0014912	Carub.0001s1622.1.p	Sp1g14630.1
OG0014914	Carub.0003s2804.1.p	Sp3g26970.1, SpUn0347_0010.1
OG0014916	Carub.0004s1605.1.p	Sp4g16650.1
OG0014917	Carub.0001s0732.1.p	Sp4g05030.1
OG0014918	Carub.0005s2470.1.p	Sp5g04860.1
OG0014919	Carub.0004s0522.1.p	Sp4g04810.1
OG0014920	Carub.0001s0018.1.p	Sp1g00260.1
OG0014921	Carub.0006s0268.1.p	Sp6g38960.1
OG0014922	Carub.0006s2822.1.p	Sp6g07750.1
OG0014923	Carub.0007s0752.1.p	Sp7g30740.1
OG0014924	Carub.0002s1532.1.p	Sp5g23870.1
OG0014925	Carub.0003s1710.1.p	Sp3g15560.1
OG0014926	Carub.0002s2628.1.p	Sp5g34470.1
OG0014927	Carub.0001s0877.1.p	Sp1g08040.1
OG0014928	Carub.0007s1664.1.p	Sp7g22390.1
OG0014929	Carub.0001s3487.1.p	Sp4g06300.1
OG0014931	Carub.0001s1276.1.p	Sp1g11560.1
OG0014932	Carub.0003s1091.1.p	Sp3g09830.1
OG0014933	Carub.0008s1545.1.p	Sp6g17080.1
OG0014934	Carub.0008s1039.1.p	Sp6g12420.1
OG0014935	Carub.0006s3209.1.p	Sp6g04620.1
OG0014936	Carub.0008s2816.1.p	Sp2g30370.1
OG0014938	Carub.0004s1306.1.p	Sp4g14170.1
OG0014939	Carub.0003s3191.1.p	Sp3g31180.1
OG0014940	Carub.0008s2801.1.p	Sp2g30210.1
OG0014941	Carub.0003s0027.1.p	Sp3g00270.1
OG0014942	Carub.0007s1327.1.p	Sp7g25520.1
OG0014943	Carub.0003s1303.1.p	Sp3g11760.1
OG0014944	Carub.0005s1374.1.p	Sp5g14300.1
OG0014945	Carub.0006s2525.1.p	Sp7g08460.1
OG0014946	Carub.0003s3067.1.p	Sp3g30160.1
OG0014947	Carub.0006s1124.1.p	Sp6g30910.1
OG0014948	Carub.0006s1794.1.p	Sp6g24800.1
OG0014949	Carub.0007s0037.1.p	Sp7g37290.1
OG0014950	Carub.0006s2438.1.p	Sp2g21260.1
OG0014951	Carub.0004s1845.1.p	Sp4g18910.1
OG0014952	Carub.0006s0495.1.p	Sp6g36830.1
OG0014953	Carub.0002s0567.1.p	Sp2g04830.1
OG0014954	Carub.0004s1258.1.p	Sp7g16930.1
OG0014955	Carub.0007s2581.1.p	Sp7g14240.1
OG0014956	Carub.0006s3306.1.p	Sp6g03890.1
OG0014957	Carub.0002s1288.1.p	Sp5g21620.1
OG0014958	Carub.0001s0655.1.p	Sp1g06010.1
OG0014959	Carub.0008s2508.1.p	Sp2g27350.1
OG0014960	Carub.0002s2057.1.p	Sp5g29010.1
OG0014961	Carub.0007s0850.1.p	Sp7g29850.1
OG0014962	Carub.0007s3301.1.p	Sp7g04200.1
OG0014963	Carub.0002s1665.1.p	Sp5g25060.1
OG0014964	Carub.0008s2620.1.p	Sp2g28430.1
OG0014965	Carub.0001s1382.1.p	Sp1g12480.1
OG0014966	Carub.0007s3112.1.p	Sp7g07140.1
OG0014967	Carub.0001s3082.1.p	Sp1g28470.1
OG0014968	Carub.0002s2056.1.p	Sp5g29000.1
OG0014969	Carub.0008s1462.1.p	Sp6g16310.1
OG0014970	Carub.0002s0039.1.p	SpUn0393_0010.1
OG0014971	Carub.0007s1072.1.p	Sp7g27730.1
OG0014972	Carub.0006s0380.1.p	Sp6g37940.1
OG0014973	Carub.0003s1084.1.p	Sp3g09760.1
OG0014974	Carub.0007s2447.1.p	Sp7g17230.1
OG0014976	Carub.0007s0069.1.p	Sp7g37000.1
OG0014977	Carub.0001s4152.1.p	Sp1g39110.1
OG0014978	Carub.0008s2832.1.p	Sp2g30510.1
OG0014981	Carub.0002s1542.1.p	Sp5g23940.1
OG0014982	Carub.0003s3020.1.p	Sp3g29720.1
OG0014983	Carub.0014s0004.1.p	Sp2g18400.1
OG0014984	Carub.0002s2047.1.p	Sp5g28910.1
OG0014985	Carub.0006s0910.1.p	Sp6g32830.1
OG0014986	Carub.0001s2247.1.p	Sp1g20430.1
OG0014987	Carub.0001s1302.1.p	Sp1g11800.1
OG0014988	Carub.0001s2832.1.p	Sp1g25960.1
OG0014989	Carub.0001s1812.1.p	Sp1g16440.1
OG0014990	Carub.0005s0472.1.p	Sp2g15840.1
OG0014991	Carub.0002s2448.1.p	Sp5g32740.1
OG0014992	Carub.0004s3004.1.p	Sp4g29270.1
OG0014993	Carub.0004s0937.1.p	Sp4g11240.1
OG0014994	Carub.0003s1481.1.p	Sp3g13370.1
OG0014995	Carub.0006s0483.1.p	Sp6g36950.1
OG0014996	Carub.0008s0078.1.p	Sp2g11850.1
OG0014997	Carub.0006s1614.1.p	Sp6g26340.1
OG0014998	Carub.0004s1711.1.p	Sp4g17650.1
OG0014999	Carub.0005s1600.1.p	Sp5g12430.1
OG0015000	Carub.0001s4439.1.p	Sp1g41400.1
OG0015001	Carub.0005s0430.1.p	Sp2g15530.1
OG0015002	Carub.0001s0564.1.p	Sp1g05080.1
OG0015003	Carub.0006s2269.1.p	Sp2g22610.1
OG0015004	Carub.0003s3093.1.p, Carub.0001s0254.1.p, Carub.0001s0255.1.p, Carub.0001s0253.1.p	Sp7g03810.1
OG0015005	Carub.0004s3040.1.p	Sp4g29610.1
OG0015006	Carub.0006s3627.1.p	Sp6g00890.1
OG0015007	Carub.0004s0349.1.p	Sp4g03160.1
OG0015008	Carub.0005s2992.1.p	Sp5g00300.1
OG0015009	Carub.0006s0634.1.p	Sp6g35500.1
OG0015010	Carub.0004s0533.1.p	Sp4g05090.1
OG0015011	Carub.0008s1866.1.p	Sp6g19790.1
OG0015012	Carub.0008s1402.1.p	Sp6g15790.1
OG0015013	Carub.0002s2163.1.p	Sp5g29980.1
OG0015014	Carub.0007s1051.1.p	Sp7g27940.1
OG0015015	Carub.0007s1208.1.p	Sp7g26570.1
OG0015016	Carub.0003s0615.1.p	Sp3g05630.1
OG0015017	Carub.0002s0690.1.p	Sp2g05670.1
OG0015018	Carub.0005s2855.1.p	Sp5g01560.1
OG0015019	Carub.0002s2586.1.p	Sp5g34040.1
OG0015020	Carub.0006s1885.1.p	Sp6g23940.1
OG0015021	Carub.0004s1475.1.p	Sp7g27690.1
OG0015022	Carub.0003s1730.1.p	Sp3g15720.1
OG0015023	Carub.0007s0874.1.p	Sp7g29620.1
OG0015024	Carub.0004s1044.1.p	Sp4g12110.1
OG0015026	Carub.0005s1510.1.p	Sp5g13130.1
OG0015027	Carub.0004s1920.1.p	Sp4g19610.1
OG0015028	Carub.0002s2169.1.p	Sp5g30040.1
OG0015029	Carub.0001s3325.1.p	Sp1g30370.1, SpUn0216_0010.1
OG0015030	Carub.0006s0216.1.p	Sp6g39390.1
OG0015031	Carub.0006s0790.1.p	Sp6g33970.1
OG0015033	Carub.0007s1225.1.p	Sp7g26430.1
OG0015034	Carub.0006s0588.1.p	Sp6g35910.1
OG0015035	Carub.0002s0263.1.p	Sp2g02250.1
OG0015036	Carub.0002s2405.1.p	Sp5g32350.1
OG0015037	Carub.0001s3939.1.p	Sp1g37130.1
OG0015038	Carub.0006s1544.1.p	Sp6g26980.1
OG0015039	Carub.0008s1628.1.p	Sp6g17800.1
OG0015040	Carub.0002s1534.1.p	Sp5g23890.1
OG0015041	Carub.0005s0727.1.p	Sp2g17370.1
OG0015042	Carub.0001s3428.1.p	Sp1g32030.1
OG0015043	Carub.0001s3105.1.p	Sp1g28250.1
OG0015044	Carub.0006s2994.1.p	Sp6g06290.1
OG0015047	Carub.0007s1603.1.p	Sp7g23000.1
OG0015048	Carub.0006s1820.1.p	Sp6g24550.1
OG0015049	Carub.0005s1236.1.p	Sp7g04010.1
OG0015050	Carub.0002s2650.1.p	Sp5g34690.1
OG0015051	Carub.0300s0001.1.p, Carub.0006s1215.1.p	Sp6g30040.1
OG0015053	Carub.0001s3608.1.p	Sp1g34430.1
OG0015054	Carub.0004s2558.1.p	Sp4g25230.1
OG0015055	Carub.0003s0895.1.p	Sp3g08200.1
OG0015056	Carub.0006s2208.1.p	Sp2g23040.1
OG0015057	Carub.0001s3682.1.p, Carub.0002s2278.1.p	Sp5g31010.1
OG0015058	Carub.0008s0477.1.p	Sp2g08640.1
OG0015059	Carub.0005s1310.1.p	Sp5g14870.1
OG0015061	Carub.0007s2069.1.p	Sp7g18830.1
OG0015062	Carub.0008s0942.1.p	Sp2g19850.1
OG0015063	Carub.0004s2333.1.p	Sp4g23320.1
OG0015064	Carub.0004s0933.1.p	Sp4g11200.1
OG0015065	Carub.0006s3538.1.p	Sp6g01700.1
OG0015066	Carub.0006s3286.1.p	Sp6g04020.1
OG0015067	Carub.0005s2267.1.p	Sp5g06600.1
OG0015068	Carub.0001s3039.1.p	Sp1g27730.1
OG0015069	Carub.0008s0853.1.p	Sp2g19200.1
OG0015070	Carub.0006s2763.1.p	Sp6g08470.1
OG0015071	Carub.0003s2017.1.p	Sp3g18260.1
OG0015072	Carub.0006s0014.1.p	Sp6g40960.1
OG0015073	Carub.0008s0511.1.p	Sp2g08350.1
OG0015074	Carub.0008s1851.1.p	Sp6g19640.1
OG0015075	Carub.0001s0765.1.p	Sp1g06930.1
OG0015076	Carub.0007s2214.1.p	Sp7g17740.1
OG0015077	Carub.0001s4281.1.p	Sp1g40100.1
OG0015078	Carub.0001s4062.1.p	Sp1g38400.1
OG0015079	Carub.0005s1762.1.p	Sp5g10970.1
OG0015080	Carub.0008s0626.1.p	Sp2g07220.1
OG0015081	Carub.0006s3689.1.p	Sp6g00420.1
OG0015082	Carub.0006s3393.1.p	Sp6g03160.1
OG0015083	Carub.0005s1691.1.p	Sp5g11620.1
OG0015084	Carub.0003s1472.1.p	Sp3g13280.1
OG0015085	Carub.0001s0391.1.p	Sp1g03500.1
OG0015086	Carub.0004s0065.1.p	Sp4g00780.1
OG0015087	Carub.0005s0560.1.p	Sp2g16490.1
OG0015088	Carub.0004s0126.1.p	Sp4g01200.1
OG0015089	Carub.0006s3674.1.p	Sp6g00560.1
OG0015090	Carub.0002s0219.1.p	Sp2g01820.1
OG0015091	Carub.0004s0468.1.p	Sp4g04110.1
OG0015092	Carub.0007s1220.1.p	Sp7g26470.1
OG0015094	Carub.0005s2527.1.p	Sp5g04350.1
OG0015095	Carub.0001s3697.1.p	Sp1g34830.1
OG0015096	Carub.0001s1080.1.p	Sp1g09880.1
OG0015097	Carub.0006s2874.1.p	Sp6g07220.1
OG0015098	Carub.0007s2138.1.p	Sp7g18330.1
OG0015100	Carub.0004s1299.1.p	Sp4g14090.1
OG0015102	Carub.0001s0135.1.p	Sp1g01390.1
OG0015103	Carub.0002s1502.1.p	Sp5g23580.1
OG0015104	Carub.0001s1888.1.p	Sp1g17190.1
OG0015105	Carub.0006s0108.1.p	Sp6g40210.1
OG0015106	Carub.0002s0463.1.p	Sp6g17470.1
OG0015108	Carub.0003s2452.1.p	Sp7g31850.1
OG0015109	Carub.0004s1148.1.p	Sp4g12890.1
OG0015110	Carub.0245s0001.1.p, Carub.0001s3071.1.p	Sp1g28560.1
OG0015111	Carub.0001s2030.1.p	Sp1g18540.1
OG0015113	Carub.0008s1200.1.p	Sp6g14170.1
OG0015114	Carub.0004s1414.1.p	Sp4g15120.1
OG0015115	Carub.0004s0743.1.p	Sp4g08430.1
OG0015116	Carub.0003s0279.1.p	Sp3g02610.1
OG0015117	Carub.0013s0015.1.p	Sp7g16040.1
OG0015118	Carub.0001s2803.1.p	Sp1g25680.1
OG0015119	Carub.0001s0414.1.p	Sp1g03740.1
OG0015120	Carub.0007s1656.1.p	Sp7g22500.1
OG0015121	Carub.0008s1031.1.p	Sp6g12360.1
OG0015122	Carub.0005s1337.1.p	Sp5g14600.1
OG0015123	Carub.0007s3563.1.p	Sp7g02050.1
OG0015124	Carub.0005s2579.1.p	Sp5g03950.1
OG0015125	Carub.0004s2593.1.p	Sp4g25560.1
OG0015126	Carub.0007s0505.1.p	Sp7g33020.1
OG0015127	Carub.0004s0602.1.p	Sp4g06200.1
OG0015128	Carub.0002s1076.1.p	Sp5g19910.1
OG0015129	Carub.0002s2040.1.p	Sp5g28830.1
OG0015130	Carub.0002s2493.1.p	Sp5g33180.1
OG0015131	Carub.0003s0338.1.p	Sp3g03100.1
OG0015132	Carub.0008s2170.1.p	Sp2g24320.1
OG0015133	Carub.0003s3429.1.p	Sp3g33340.1
OG0015134	Carub.0007s2039.1.p	Sp7g19140.1
OG0015135	Carub.0002s2029.1.p	Sp5g28710.1
OG0015136	Carub.0003s2996.1.p	Sp3g29460.1
OG0015137	Carub.0003s0791.1.p	Sp3g07200.1
OG0015138	Carub.0008s2370.1.p	Sp2g26120.1
OG0015139	Carub.0003s0464.1.p	Sp3g04230.1
OG0015140	Carub.0007s0669.1.p	Sp7g31480.1
OG0015141	Carub.0005s2217.1.p	Sp5g07020.1
OG0015142	Carub.0001s4001.1.p	Sp1g37830.1
OG0015143	Carub.0003s1552.1.p	Sp3g14100.1
OG0015144	Carub.0002s0133.1.p	Sp2g01080.1
OG0015145	Carub.0006s1852.1.p	Sp2g18290.1
OG0015146	Carub.0003s1873.1.p	Sp3g17000.1
OG0015148	Carub.0003s0410.1.p	Sp4g30010.1
OG0015149	Carub.0001s3160.1.p	Sp1g28860.1
OG0015150	Carub.0001s3255.1.p	Sp1g29610.1
OG0015151	Carub.0001s2452.1.p	Sp1g22250.1
OG0015153	Carub.0005s0818.1.p	Sp6g10900.1
OG0015154	Carub.0003s0121.1.p	Sp3g01160.1
OG0015155	Carub.0001s0029.1.p	Sp1g00350.1
OG0015156	Carub.0007s0229.1.p	Sp7g35570.1
OG0015157	Carub.0006s2107.1.p	Sp2g23850.1
OG0015158	Carub.0008s0860.1.p	Sp2g19270.1
OG0015159	Carub.0002s1185.1.p	Sp5g20960.1
OG0015160	Carub.0006s3637.1.p	Sp6g00830.1
OG0015161	Carub.0003s1454.1.p	Sp3g13090.1
OG0015162	Carub.0006s3202.1.p	Sp6g04780.1, Sp6g04770.1
OG0015163	Carub.0001s0076.1.p	Sp1g00830.1
OG0015164	Carub.0001s1583.1.p	Sp1g14340.1
OG0015165	Carub.0001s0791.1.p	Sp1g07210.1
OG0015166	Carub.0004s1209.1.p	Sp4g13360.1
OG0015167	Carub.0003s0577.1.p	Sp3g05250.1
OG0015168	Carub.0001s2655.1.p	Sp1g24310.1
OG0015169	Carub.0007s2177.1.p	Sp7g18060.1
OG0015170	Carub.0008s2728.1.p	Sp2g29440.1
OG0015171	Carub.0006s3188.1.p	Sp6g04900.1
OG0015172	Carub.0008s2227.1.p	Sp2g24790.1
OG0015173	Carub.0003s0028.1.p	Sp3g00280.1
OG0015174	Carub.0003s0006.1.p	Sp3g00080.1
OG0015176	Carub.0001s0236.1.p	Sp1g02240.1
OG0015177	Carub.0008s2381.1.p	Sp2g26210.1
OG0015178	Carub.0001s2100.1.p	Sp1g19100.1
OG0015179	Carub.0004s2189.1.p	Sp4g22070.1
OG0015182	Carub.0001s1147.1.p	Sp1g10430.1
OG0015183	Carub.0002s1995.1.p	Sp5g28130.1
OG0015184	Carub.0001s2845.1.p	Sp1g26040.1
OG0015185	Carub.0005s2896.1.p	Sp5g01150.1
OG0015186	Carub.0007s3694.1.p	Sp7g03000.1
OG0015187	Carub.0006s3344.1.p	Sp6g03610.1
OG0015188	Carub.0005s0857.1.p	Sp2g18140.1
OG0015189	Carub.0008s1272.1.p	Sp6g14780.1
OG0015190	Carub.0003s2834.1.p	Sp3g27450.1
OG0015191	Carub.0007s3082.1.p	Sp7g07340.1
OG0015192	Carub.0005s0330.1.p	Sp2g14820.1
OG0015193	Carub.0001s4304.1.p	Sp1g40290.1
OG0015194	Carub.0002s2151.1.p	Sp5g29840.1
OG0015195	Carub.0005s1800.1.p	Sp5g10640.1
OG0015196	Carub.0008s1075.1.p	Sp6g12840.1
OG0015197	Carub.0002s1954.1.p	Sp5g27750.1
OG0015198	Carub.0001s2075.1.p	Sp1g18900.1
OG0015199	Carub.0007s0400.1.p	Sp7g33980.1
OG0015200	Carub.0008s1172.1.p	Sp6g13920.1
OG0015201	Carub.0007s3552.1.p	Sp7g01840.1
OG0015202	Carub.0007s1727.1.p	Sp7g21810.1
OG0015204	Carub.0007s2385.1.p	Sp7g16620.1
OG0015205	Carub.0006s3316.1.p	Sp6g03770.1
OG0015206	Carub.0002s0780.1.p	Sp2g06490.1
OG0015207	Carub.0007s0347.1.p	Sp7g34500.1
OG0015208	Carub.0006s0764.1.p	Sp6g34210.1
OG0015209	Carub.0003s2366.1.p	Sp3g21070.1
OG0015210	Carub.0001s0243.1.p	Sp1g02310.1
OG0015211	Carub.0006s1008.1.p	Sp6g32015.1
OG0015212	Carub.0008s2202.1.p	Sp2g24570.1
OG0015213	Carub.0002s0147.1.p	Sp2g01200.1
OG0015214	Carub.0004s0653.1.p, Carub.0004s0639.1.p	Sp6g10380.1
OG0015215	Carub.0008s1789.1.p	Sp6g19090.1
OG0015216	Carub.0005s2389.1.p	Sp5g05500.1
OG0015217	Carub.0006s1095.1.p	Sp6g31190.1
OG0015218	Carub.0002s1345.1.p	Sp5g22110.1
OG0015219	Carub.0005s2148.1.p	Sp5g07550.1
OG0015220	Carub.0004s0915.1.p	Sp4g11070.1
OG0015221	Carub.0001s0898.1.p	Sp1g08240.1
OG0015222	Carub.0007s0973.1.p	Sp7g28710.1
OG0015224	Carub.0003s0561.1.p	Sp3g05150.1
OG0015225	Carub.0004s2195.1.p	Sp4g22120.1
OG0015227	Carub.0001s2477.1.p	Sp1g22470.1
OG0015229	Carub.0005s2262.1.p	Sp5g06640.1
OG0015230	Carub.0007s2625.1.p	Sp7g13860.1
OG0015231	Carub.0002s2198.1.p	Sp5g30320.1
OG0015232	Carub.0001s1295.1.p	Sp1g11740.1
OG0015233	Carub.0007s2520.1.p	Sp7g14850.1
OG0015234	Carub.0005s2906.1.p	Sp5g01050.1
OG0015235	Carub.0008s0453.1.p	Sp2g08850.1
OG0015236	Carub.0007s0682.1.p	Sp7g31340.1
OG0015237	Carub.0001s0633.1.p	Sp1g05760.1
OG0015238	Carub.0005s0192.1.p	Sp2g14070.1
OG0015239	Carub.0006s3428.1.p	Sp6g02810.1
OG0015240	Carub.0007s0862.1.p	Sp7g29740.1
OG0015241	Carub.0008s0492.1.p	Sp2g08500.1
OG0015242	Carub.0008s1160.1.p	Sp6g13780.1
OG0015243	Carub.0006s0441.1.p	Sp6g37340.1
OG0015244	Carub.0003s2825.1.p	Sp3g27300.1
OG0015245	Carub.0003s2580.1.p	Sp3g23000.1
OG0015246	Carub.0002s0135.1.p	Sp2g01100.1
OG0015247	Carub.0008s2416.1.p	Sp2g26540.1
OG0015248	Carub.0002s0979.1.p	Sp5g19000.1
OG0015249	Carub.0001s0169.1.p	Sp1g01640.1
OG0015250	Carub.0002s2395.1.p	Sp5g32190.1
OG0015251	Carub.0024s0011.1.p	Sp6g41180.1
OG0015252	Carub.0005s2400.1.p	Sp5g05390.1
OG0015253	Carub.0002s2717.1.p	Sp5g35410.1
OG0015254	Carub.0005s2309.1.p	Sp5g06190.1
OG0015255	Carub.0007s0130.1.p	Sp7g36480.1
OG0015256	Carub.0005s1024.1.p, Carub.0015s0019.1.p	Sp5g16610.1
OG0015259	Carub.0007s2361.1.p	Sp7g16360.1
OG0015260	Carub.0008s2610.1.p	Sp2g28330.1
OG0015261	Carub.0001s0809.1.p	Sp1g07390.1
OG0015262	Carub.0006s2729.1.p	Sp6g08980.1
OG0015263	Carub.0006s1639.1.p	Sp6g26210.1
OG0015264	Carub.0007s1306.1.p	Sp7g25720.1
OG0015265	Carub.0005s0893.1.p	Sp3g03930.1
OG0015266	Carub.0004s0364.1.p	Sp4g03310.1
OG0015267	Carub.0004s0368.1.p	Sp4g03350.1
OG0015268	Carub.0008s1365.1.p	Sp6g15620.1
OG0015269	Carub.0006s2769.1.p	Sp6g08400.1
OG0015271	Carub.0001s0033.1.p	Sp1g00390.1
OG0015272	Carub.0002s0429.1.p	Sp5g35500.1
OG0015273	Carub.0003s1251.1.p	Sp3g11340.1
OG0015274	Carub.0008s2635.1.p	Sp2g28580.1
OG0015275	Carub.0007s0929.1.p	Sp7g29130.1
OG0015276	Carub.0001s4299.1.p	Sp1g40250.1
OG0015277	Carub.0008s1924.1.p	Sp6g20320.1
OG0015278	Carub.0004s0670.1.p	Sp4g07730.1
OG0015279	Carub.0001s0627.1.p	Sp1g05690.1
OG0015280	Carub.0004s1117.1.p	Sp4g12630.1
OG0015281	Carub.0001s2831.1.p	Sp1g25950.1
OG0015282	Carub.0008s1664.1.p	Sp6g18160.1
OG0015283	Carub.0003s0707.1.p	Sp3g06430.1
OG0015284	Carub.0002s2209.1.p	Sp5g30440.1
OG0015285	Carub.0007s1731.1.p	Sp7g21770.1
